student_id,name,usn,semester,branch,attendance_pct,assignment_score,cie1_score,cie2_score,lab_exam_score,viva_score,subject_code,subject_name
S005,Kiran Reddy,1VT22RAI005,7,RAI,87.5,13.6,36.4,39.1,40.7,15.1,21RAI73,Professional Elective III
S005,Kiran Reddy,1VT22RAI005,7,RAI,100,17.2,48.7,38.6,42.7,18.9,21RAI74,Open Elective II
S005,Kiran Reddy,1VT22RAI005,7,RAI,99.1,20,37,46.6,38.7,17.8,21RAIP75,Project Work
S006,Divya Menon,1VT22RAI006,7,RAI,58.2,10.2,14.8,16,16.5,8.5,21RAI71,Computer Integrated Manufacturing
S006,Divya Menon,1VT22RAI006,7,RAI,47.1,4.8,11.9,19.3,16.6,0.7,21RAI72,Professional Elective II
S006,Divya Menon,1VT22RAI006,7,RAI,29.6,7.9,8.9,13.2,25,1.8,21RAI73,Professional Elective III
S006,Divya Menon,1VT22RAI006,7,RAI,39,6.1,2.6,9.9,10.2,3.7,21RAI74,Open Elective II
S006,Divya Menon,1VT22RAI006,7,RAI,62.1,6.2,14.6,13.3,0.8,8.6,21RAIP75,Project Work
S007,Arjun Patil,1VT22RAI007,7,RAI,92.5,15,41.3,50,44.6,15,21RAI71,Computer Integrated Manufacturing
S007,Arjun Patil,1VT22RAI007,7,RAI,100,14.8,41.7,30.3,39.8,14.9,21RAI72,Professional Elective II
S007,Arjun Patil,1VT22RAI007,7,RAI,86.9,14.6,30.2,36.1,26.3,9.9,21RAI73,Professional Elective III
S007,Arjun Patil,1VT22RAI007,7,RAI,97.1,17.9,44,45.5,50,15.2,21RAI74,Open Elective II
S007,Arjun Patil,1VT22RAI007,7,RAI,94.3,19.7,40,42.2,40.7,16.6,21RAIP75,Project Work
S008,Meera Iyer,1VT22RAI008,7,RAI,83.1,10.6,18.7,25.7,21.9,2,21RAI71,Computer Integrated Manufacturing
S008,Meera Iyer,1VT22RAI008,7,RAI,71.1,11.6,17.3,22,32.3,7.5,21RAI72,Professional Elective II
S008,Meera Iyer,1VT22RAI008,7,RAI,72.9,9,25.5,21.3,26,5.7,21RAI73,Professional Elective III
S008,Meera Iyer,1VT22RAI008,7,RAI,73.1,9.6,21.5,24,12.6,7.1,21RAI74,Open Elective II
S008,Meera Iyer,1VT22RAI008,7,RAI,69.6,5.3,18.6,21.9,16,6,21RAIP75,Project Work
S009,Vikram Singh,1VT22RAI009,7,RAI,90.1,14.1,35.8,24.8,32.3,14.2,21RAI71,Computer Integrated Manufacturing
S009,Vikram Singh,1VT22RAI009,7,RAI,88.6,16.9,48,33.7,40.6,14.8,21RAI72,Professional Elective II
S009,Vikram Singh,1VT22RAI009,7,RAI,84.1,18.5,38.6,45.3,32.7,11.5,21RAI73,Professional Elective III
S009,Vikram Singh,1VT22RAI009,7,RAI,100,17.3,34.3,42.9,45.9,17.2,21RAI74,Open Elective II
S009,Vikram Singh,1VT22RAI009,7,RAI,100,16.2,37.5,38,39.5,18.1,21RAIP75,Project Work
S010,Ananya Joshi,1VT22RAI010,7,RAI,70.2,12.8,30.9,23,30.1,9,21RAI71,Computer Integrated Manufacturing
S010,Ananya Joshi,1VT22RAI010,7,RAI,82,10.5,39.3,25.8,25.1,8.4,21RAI72,Professional Elective II
S010,Ananya Joshi,1VT22RAI010,7,RAI,71.2,16.4,21.9,19.6,29.7,10.3,21RAI73,Professional Elective III
S010,Ananya Joshi,1VT22RAI010,7,RAI,64.6,12.3,16.1,18,19.3,7.1,21RAI74,Open Elective II
S010,Ananya Joshi,1VT22RAI010,7,RAI,90,16.3,23.9,24.5,30.7,15.1,21RAIP75,Project Work
S011,Rahul Verma,1VT22RAI011,7,RAI,98.7,19.1,45,34.3,39.1,10.7,21RAI71,Computer Integrated Manufacturing
S011,Rahul Verma,1VT22RAI011,7,RAI,81.9,14.6,24.7,37.8,35.6,9.7,21RAI72,Professional Elective II
S011,Rahul Verma,1VT22RAI011,7,RAI,100,17.8,38.2,41.7,38.8,13.4,21RAI73,Professional Elective III
S011,Rahul Verma,1VT22RAI011,7,RAI,85.7,17.2,26.5,23,32.5,14.1,21RAI74,Open Elective II
S011,Rahul Verma,1VT22RAI011,7,RAI,89.7,15.1,34.4,36.5,36.7,7.8,21RAIP75,Project Work
S012,Pooja Pillai,1VT22RAI012,7,RAI,85.4,16.2,27.9,41.5,32,16.3,21RAI71,Computer Integrated Manufacturing
S012,Pooja Pillai,1VT22RAI012,7,RAI,86.8,11.7,38.1,20.9,32.9,5.4,21RAI72,Professional Elective II
S012,Pooja Pillai,1VT22RAI012,7,RAI,92.9,14.3,17.8,29.9,24.5,11.7,21RAI73,Professional Elective III
S012,Pooja Pillai,1VT22RAI012,7,RAI,92.8,17,39,33,41.3,15.8,21RAI74,Open Elective II
S012,Pooja Pillai,1VT22RAI012,7,RAI,76.9,16.4,26.9,22.1,27.4,8.4,21RAIP75,Project Work
S013,Aditya Bhat,1VT22RAI013,7,RAI,95.5,20,44.5,49.8,29.9,15.2,21RAI71,Computer Integrated Manufacturing
S013,Aditya Bhat,1VT22RAI013,7,RAI,100,17.2,41.9,50,42.4,18.5,21RAI72,Professional Elective II
S013,Aditya Bhat,1VT22RAI013,7,RAI,97,17.9,37.4,50,44,18.9,21RAI73,Professional Elective III
S013,Aditya Bhat,1VT22RAI013,7,RAI,92.1,15.9,33.6,43.3,43.1,12.7,21RAI74,Open Elective II
S013,Aditya Bhat,1VT22RAI013,7,RAI,99.2,15.1,38.8,50,34.9,13.8,21RAIP75,Project Work
S014,Lakshmi Subramaniam,1VT22RAI014,7,RAI,61.8,16.7,19.5,26,41.4,6.2,21RAI71,Computer Integrated Manufacturing
S014,Lakshmi Subramaniam,1VT22RAI014,7,RAI,77.3,14,25.9,29.8,25.2,11.7,21RAI72,Professional Elective II
S014,Lakshmi Subramaniam,1VT22RAI014,7,RAI,77.3,15.4,34.6,31.2,35.4,11.6,21RAI73,Professional Elective III
S014,Lakshmi Subramaniam,1VT22RAI014,7,RAI,79.9,16.5,33.4,34.3,33.3,10.4,21RAI74,Open Elective II
S014,Lakshmi Subramaniam,1VT22RAI014,7,RAI,74.5,16.3,28.7,26.4,34.5,15,21RAIP75,Project Work
S015,Suresh Gowda,1VT22RAI015,7,RAI,79.2,11.9,27.4,26.2,29.3,8.5,21RAI71,Computer Integrated Manufacturing
S015,Suresh Gowda,1VT22RAI015,7,RAI,87.3,14.6,34,32.4,40.1,12.6,21RAI72,Professional Elective II
S015,Suresh Gowda,1VT22RAI015,7,RAI,87.7,16.2,30.6,36.1,41,11.7,21RAI73,Professional Elective III
S015,Suresh Gowda,1VT22RAI015,7,RAI,88.5,19.4,29,34.9,33.1,15.2,21RAI74,Open Elective II
S015,Suresh Gowda,1VT22RAI015,7,RAI,85.4,13.3,31,36.7,38.7,11.4,21RAIP75,Project Work
S016,Nandini Rao,1VT22RAI016,7,RAI,92.5,16.7,34.4,47.4,33.6,17.3,21RAI71,Computer Integrated Manufacturing
S016,Nandini Rao,1VT22RAI016,7,RAI,100,20,45.7,43.3,38,14.2,21RAI72,Professional Elective II
S016,Nandini Rao,1VT22RAI016,7,RAI,83.2,13.4,43.3,42.7,42,15.5,21RAI73,Professional Elective III
S016,Nandini Rao,1VT22RAI016,7,RAI,92.1,13.2,44.9,42.7,31,14.6,21RAI74,Open Elective II
S016,Nandini Rao,1VT22RAI016,7,RAI,89.1,14.5,36.8,35,28.8,14.3,21RAIP75,Project Work
S017,Deepak Hegde,1VT22RAI017,7,RAI,53.2,9.9,13.2,16.9,14,0.8,21RAI71,Computer Integrated Manufacturing
S017,Deepak Hegde,1VT22RAI017,7,RAI,55.1,11.3,16.3,18.1,25.2,6.3,21RAI72,Professional Elective II
S017,Deepak Hegde,1VT22RAI017,7,RAI,53.7,7,18.5,13.2,10,3.9,21RAI73,Professional Elective III
S017,Deepak Hegde,1VT22RAI017,7,RAI,47.5,5.1,13.6,22.8,26.4,5.5,21RAI74,Open Elective II
S017,Deepak Hegde,1VT22RAI017,7,RAI,53.8,8.5,21.2,14.4,27.4,6.6,21RAIP75,Project Work
S018,Kavitha Krishnan,1VT22RAI018,7,RAI,93.8,9.9,33.6,32.9,28.1,12,21RAI71,Computer Integrated Manufacturing
S018,Kavitha Krishnan,1VT22RAI018,7,RAI,87.6,15.5,39.8,31.7,37.3,7.8,21RAI72,Professional Elective II
S018,Kavitha Krishnan,1VT22RAI018,7,RAI,75.3,16.7,27.2,32.4,26.4,11,21RAI73,Professional Elective III
S018,Kavitha Krishnan,1VT22RAI018,7,RAI,93.8,15.5,35.9,43.7,40.6,11.7,21RAI74,Open Elective II
S018,Kavitha Krishnan,1VT22RAI018,7,RAI,80.8,13.7,22.8,19.8,30.9,11.2,21RAIP75,Project Work
S019,Sanjay Naik,1VT22RAI019,7,RAI,67.8,12.2,17.6,28.1,30.9,8,21RAI71,Computer Integrated Manufacturing
S019,Sanjay Naik,1VT22RAI019,7,RAI,69,9.6,30.9,29,27.4,4.7,21RAI72,Professional Elective II
S019,Sanjay Naik,1VT22RAI019,7,RAI,77.3,12.2,29.2,32.3,27.3,7.8,21RAI73,Professional Elective III
S019,Sanjay Naik,1VT22RAI019,7,RAI,69.6,13.7,19.8,15.5,29.8,7.9,21RAI74,Open Elective II
S019,Sanjay Naik,1VT22RAI019,7,RAI,58.8,14.4,23.3,16.1,28,4.6,21RAIP75,Project Work
S020,Riya Fernandes,1VT22RAI020,7,RAI,80.7,11.7,18.9,22.2,33.2,5.7,21RAI71,Computer Integrated Manufacturing
S020,Riya Fernandes,1VT22RAI020,7,RAI,78.7,12.1,20.9,17.2,20.7,10,21RAI72,Professional Elective II
S020,Riya Fernandes,1VT22RAI020,7,RAI,71.4,10.1,20.2,27,44,8.6,21RAI73,Professional Elective III
S020,Riya Fernandes,1VT22RAI020,7,RAI,75.7,18.7,21.7,24.1,29.8,5.8,21RAI74,Open Elective II
S020,Riya Fernandes,1VT22RAI020,7,RAI,83.3,11.1,25.3,20.8,27.7,4.8,21RAIP75,Project Work
S001,Aarav Sharma,1VT23RAI001,8,RAI,89.5,14.6,31.6,44,46.1,12.8,21RAI81,Advanced Robotics Systems
S001,Aarav Sharma,1VT23RAI001,8,RAI,96.1,17.4,38.5,48.1,45.9,12.5,21RAI82,Machine Learning for Robotics
S001,Aarav Sharma,1VT23RAI001,8,RAI,91.8,14.7,38.2,30.8,36.7,18.9,21RAI83,Computer Vision & Deep Learning
S001,Aarav Sharma,1VT23RAI001,8,RAI,88.3,18.7,38.4,38.3,36.6,14,21RAI84,Professional Elective IV
S001,Aarav Sharma,1VT23RAI001,8,RAI,92.1,17.8,40.4,31.9,37.3,17.5,21RAIL85,AI & Robotics Capstone Lab
S002,Priya Nair,1VT23RAI002,8,RAI,72.6,14.9,22.6,15.3,27.6,5.4,21RAI81,Advanced Robotics Systems
S002,Priya Nair,1VT23RAI002,8,RAI,72.9,12.2,18.9,19,15.5,3.7,21RAI82,Machine Learning for Robotics
S002,Priya Nair,1VT23RAI002,8,RAI,70.9,13.1,24.8,27.4,31.5,13,21RAI83,Computer Vision & Deep Learning
S002,Priya Nair,1VT23RAI002,8,RAI,47.5,14.5,8.4,18,19.7,6.8,21RAI84,Professional Elective IV
S002,Priya Nair,1VT23RAI002,8,RAI,47.2,7.2,19.7,16.7,28.8,9.2,21RAIL85,AI & Robotics Capstone Lab
S003,Rohan Desai,1VT23RAI003,8,RAI,78.1,14.2,23.4,33.9,39.1,13.2,21RAI81,Advanced Robotics Systems
S003,Rohan Desai,1VT23RAI003,8,RAI,89.5,13.3,27.8,35.1,36.3,16.8,21RAI82,Machine Learning for Robotics
S003,Rohan Desai,1VT23RAI003,8,RAI,77.7,12.2,22.9,31.8,27.5,14.3,21RAI83,Computer Vision & Deep Learning
S003,Rohan Desai,1VT23RAI003,8,RAI,87,13.7,31,26.1,31,9.8,21RAI84,Professional Elective IV
S003,Rohan Desai,1VT23RAI003,8,RAI,83.9,15.2,26.7,35.1,36.1,14.8,21RAIL85,AI & Robotics Capstone Lab
S004,Sneha Kulkarni,1VT23RAI004,8,RAI,65.6,0,18.8,13.8,0.7,6.1,21RAI81,Advanced Robotics Systems
S004,Sneha Kulkarni,1VT23RAI004,8,RAI,49.3,8.3,8,7.2,23.8,6,21RAI82,Machine Learning for Robotics
S004,Sneha Kulkarni,1VT23RAI004,8,RAI,52.1,5.1,19.1,8.3,6.2,7.4,21RAI83,Computer Vision & Deep Learning
S004,Sneha Kulkarni,1VT23RAI004,8,RAI,58.5,7,9.7,1.6,12.7,7.5,21RAI84,Professional Elective IV
S004,Sneha Kulkarni,1VT23RAI004,8,RAI,63.9,8.7,23.6,21.8,24.1,1.3,21RAIL85,AI & Robotics Capstone Lab
S005,Kiran Reddy,1VT23RAI005,8,RAI,79.4,14.4,39.8,32,27.2,6.9,21RAI81,Advanced Robotics Systems
S005,Kiran Reddy,1VT23RAI005,8,RAI,85.3,12.9,33.6,35.9,36.2,12.9,21RAI82,Machine Learning for Robotics
S005,Kiran Reddy,1VT23RAI005,8,RAI,81.5,12.7,28.1,35.3,27.3,8.5,21RAI83,Computer Vision & Deep Learning
S005,Kiran Reddy,1VT23RAI005,8,RAI,94.7,13.5,37.9,35.3,32.6,11.3,21RAI84,Professional Elective IV
S005,Kiran Reddy,1VT23RAI005,8,RAI,100,16.6,41.2,41.7,34.6,13.7,21RAIL85,AI & Robotics Capstone Lab
S006,Divya Menon,1VT23RAI006,8,RAI,34,8.5,4.5,13.6,19.2,5.9,21RAI81,Advanced Robotics Systems
S006,Divya Menon,1VT23RAI006,8,RAI,37.8,9.5,11.9,9.7,7.5,5.8,21RAI82,Machine Learning for Robotics
S006,Divya Menon,1VT23RAI006,8,RAI,28.8,10,3.8,9.7,14.4,3.8,21RAI83,Computer Vision & Deep Learning
S006,Divya Menon,1VT23RAI006,8,RAI,37.3,8.3,9.6,12.8,2.5,2.7,21RAI84,Professional Elective IV
S006,Divya Menon,1VT23RAI006,8,RAI,42.4,6.3,15.6,18.8,24.2,3.7,21RAIL85,AI & Robotics Capstone Lab
S007,Arjun Patil,1VT23RAI007,8,RAI,100,15.1,50,41.4,36.6,17.8,21RAI81,Advanced Robotics Systems
S007,Arjun Patil,1VT23RAI007,8,RAI,100,20,49.3,42.2,43.2,19,21RAI82,Machine Learning for Robotics
S007,Arjun Patil,1VT23RAI007,8,RAI,100,20,49.5,45.4,36.1,18.1,21RAI83,Computer Vision & Deep Learning
S007,Arjun Patil,1VT23RAI007,8,RAI,100,15.8,41.7,43.4,47.5,18,21RAI84,Professional Elective IV
S007,Arjun Patil,1VT23RAI007,8,RAI,100,20,36.2,50,50,19.7,21RAIL85,AI & Robotics Capstone Lab
S008,Meera Iyer,1VT23RAI008,8,RAI,71.9,14.1,21.2,25.1,20.2,6,21RAI81,Advanced Robotics Systems
S008,Meera Iyer,1VT23RAI008,8,RAI,75.8,12,26.7,31.1,30.9,10.6,21RAI82,Machine Learning for Robotics
S008,Meera Iyer,1VT23RAI008,8,RAI,76.3,13.5,22.7,26.6,20.7,7.1,21RAI83,Computer Vision & Deep Learning
S008,Meera Iyer,1VT23RAI008,8,RAI,71.7,14.7,23.1,25.9,22.4,9.3,21RAI84,Professional Elective IV
S008,Meera Iyer,1VT23RAI008,8,RAI,82,13.5,26.7,35.9,33.6,13.8,21RAIL85,AI & Robotics Capstone Lab
S009,Vikram Singh,1VT23RAI009,8,RAI,83.4,8,27.4,31.6,23,9.6,21RAI81,Advanced Robotics Systems
S009,Vikram Singh,1VT23RAI009,8,RAI,85.4,19.2,31,30,36,12.7,21RAI82,Machine Learning for Robotics
S009,Vikram Singh,1VT23RAI009,8,RAI,94.1,15.8,37.7,37.4,39.4,11.5,21RAI83,Computer Vision & Deep Learning
S009,Vikram Singh,1VT23RAI009,8,RAI,83.2,18.7,29.8,24.3,36.6,4.9,21RAI84,Professional Elective IV
S009,Vikram Singh,1VT23RAI009,8,RAI,86.8,11.4,25.8,29.9,29.7,8.7,21RAIL85,AI & Robotics Capstone Lab
S010,Ananya Joshi,1VT23RAI010,8,RAI,48.5,6.1,16.8,10.5,8.2,8.4,21RAI81,Advanced Robotics Systems
S010,Ananya Joshi,1VT23RAI010,8,RAI,57.1,4.5,9.6,17.1,19.4,8.1,21RAI82,Machine Learning for Robotics
S010,Ananya Joshi,1VT23RAI010,8,RAI,62.6,10.7,12,25.2,25.1,7.6,21RAI83,Computer Vision & Deep Learning
S010,Ananya Joshi,1VT23RAI010,8,RAI,50.9,6.2,16,18.1,25.1,6,21RAI84,Professional Elective IV
S010,Ananya Joshi,1VT23RAI010,8,RAI,67.9,8.9,19.9,24.1,28.1,6.8,21RAIL85,AI & Robotics Capstone Lab
S011,Rahul Verma,1VT23RAI011,8,RAI,100,20,35.4,38.8,48.4,15.5,21RAI81,Advanced Robotics Systems
S011,Rahul Verma,1VT23RAI011,8,RAI,87.2,18.2,37.4,46.6,36.3,15,21RAI82,Machine Learning for Robotics
S011,Rahul Verma,1VT23RAI011,8,RAI,87.9,15.9,41.7,39.5,40.3,13.3,21RAI83,Computer Vision & Deep Learning
S011,Rahul Verma,1VT23RAI011,8,RAI,86.5,13,37,37.7,43.6,14.3,21RAI84,Professional Elective IV
S011,Rahul Verma,1VT23RAI011,8,RAI,99.7,14.6,38.5,44.4,48.1,16.8,21RAIL85,AI & Robotics Capstone Lab
S012,Pooja Pillai,1VT23RAI012,8,RAI,82,9.4,30.3,31.9,34.4,12.1,21RAI81,Advanced Robotics Systems
S012,Pooja Pillai,1VT23RAI012,8,RAI,70.4,14.3,18.8,23.2,31.4,12.6,21RAI82,Machine Learning for Robotics
S012,Pooja Pillai,1VT23RAI012,8,RAI,83.3,17.4,28.8,24.9,21.9,8,21RAI83,Computer Vision & Deep Learning
S012,Pooja Pillai,1VT23RAI012,8,RAI,70.3,13.7,25.6,22.5,30.3,10.2,21RAI84,Professional Elective IV
S012,Pooja Pillai,1VT23RAI012,8,RAI,84.1,9.9,28.3,34.6,31.4,6.2,21RAIL85,AI & Robotics Capstone Lab
S013,Aditya Bhat,1VT23RAI013,8,RAI,91.8,14.4,37.8,46.1,45.7,17.7,21RAI81,Advanced Robotics Systems
S013,Aditya Bhat,1VT23RAI013,8,RAI,100,15.3,44.4,43,49.3,15.7,21RAI82,Machine Learning for Robotics
S013,Aditya Bhat,1VT23RAI013,8,RAI,96.4,13.3,33.7,44.7,37.4,16.2,21RAI83,Computer Vision & Deep Learning
S013,Aditya Bhat,1VT23RAI013,8,RAI,100,15.9,29.9,37.2,29.6,11,21RAI84,Professional Elective IV
S013,Aditya Bhat,1VT23RAI013,8,RAI,100,19.6,40.2,48.5,36.6,15,21RAIL85,AI & Robotics Capstone Lab
S014,Lakshmi Subramaniam,1VT23RAI014,8,RAI,64.9,9.5,20.4,21.6,28.4,5.5,21RAI81,Advanced Robotics Systems
S014,Lakshmi Subramaniam,1VT23RAI014,8,RAI,69.6,11.7,22,12.6,37.7,5.6,21RAI82,Machine Learning for Robotics
S014,Lakshmi Subramaniam,1VT23RAI014,8,RAI,61.4,5.9,25.8,16,17.9,4.3,21RAI83,Computer Vision & Deep Learning
S014,Lakshmi Subramaniam,1VT23RAI014,8,RAI,76.8,11.5,18.4,30.8,27.3,6.4,21RAI84,Professional Elective IV
S014,Lakshmi Subramaniam,1VT23RAI014,8,RAI,66.6,10.7,19.3,21.4,36.9,14.2,21RAIL85,AI & Robotics Capstone Lab
S015,Suresh Gowda,1VT23RAI015,8,RAI,75.7,15.1,18,27.2,33,10.1,21RAI81,Advanced Robotics Systems
S015,Suresh Gowda,1VT23RAI015,8,RAI,97.3,15.7,30.4,38.7,31,10.8,21RAI82,Machine Learning for Robotics
S015,Suresh Gowda,1VT23RAI015,8,RAI,92.7,12.3,31.2,38.7,33.9,12.3,21RAI83,Computer Vision & Deep Learning
S015,Suresh Gowda,1VT23RAI015,8,RAI,100,15.4,20.8,41.2,23.6,8.7,21RAI84,Professional Elective IV
S015,Suresh Gowda,1VT23RAI015,8,RAI,92.4,12.7,31.8,24.3,40,10.7,21RAIL85,AI & Robotics Capstone Lab
S016,Nandini Rao,1VT23RAI016,8,RAI,94.1,15.9,42.8,41.2,45.5,13.3,21RAI81,Advanced Robotics Systems
S016,Nandini Rao,1VT23RAI016,8,RAI,96.1,18.3,34.6,47.7,36.6,13.4,21RAI82,Machine Learning for Robotics
S016,Nandini Rao,1VT23RAI016,8,RAI,85,11.7,44.2,41.2,31.3,12.9,21RAI83,Computer Vision & Deep Learning
S016,Nandini Rao,1VT23RAI016,8,RAI,88.1,19.6,32.8,42.3,33.6,14.3,21RAI84,Professional Elective IV
S016,Nandini Rao,1VT23RAI016,8,RAI,97.5,16,42,46.6,40.7,14.1,21RAIL85,AI & Robotics Capstone Lab
S017,Deepak Hegde,1VT23RAI017,8,RAI,58.9,10.5,16.7,19.5,30.5,8.4,21RAI81,Advanced Robotics Systems
S017,Deepak Hegde,1VT23RAI017,8,RAI,56.9,3,18.4,27.8,16.9,0,21RAI82,Machine Learning for Robotics
S017,Deepak Hegde,1VT23RAI017,8,RAI,65,11.2,23.3,30.7,38.8,9.7,21RAI83,Computer Vision & Deep Learning
S017,Deepak Hegde,1VT23RAI017,8,RAI,57.4,7.9,18,18.9,21.2,10.5,21RAI84,Professional Elective IV
S017,Deepak Hegde,1VT23RAI017,8,RAI,48.6,12.6,21.5,20.3,24.9,5.6,21RAIL85,AI & Robotics Capstone Lab
S018,Kavitha Krishnan,1VT23RAI018,8,RAI,80.3,13.1,21.5,31.5,27.2,12.7,21RAI81,Advanced Robotics Systems
S018,Kavitha Krishnan,1VT23RAI018,8,RAI,98.3,11.4,42.5,36.9,38.2,15.3,21RAI82,Machine Learning for Robotics
S018,Kavitha Krishnan,1VT23RAI018,8,RAI,89.8,16.6,34.2,40.3,30.8,13.8,21RAI83,Computer Vision & Deep Learning
S018,Kavitha Krishnan,1VT23RAI018,8,RAI,100,18.9,46.8,44.1,44.1,19.5,21RAI84,Professional Elective IV
S018,Kavitha Krishnan,1VT23RAI018,8,RAI,75.4,13.8,29,25.9,28.5,9.2,21RAIL85,AI & Robotics Capstone Lab
S019,Sanjay Naik,1VT23RAI019,8,RAI,83.9,12.9,17.4,27.4,21.3,9.7,21RAI81,Advanced Robotics Systems
S019,Sanjay Naik,1VT23RAI019,8,RAI,74,10.7,16.9,23,21.8,11.2,21RAI82,Machine Learning for Robotics
S019,Sanjay Naik,1VT23RAI019,8,RAI,66.9,10.7,13.5,14.8,19.4,3.4,21RAI83,Computer Vision & Deep Learning
S019,Sanjay Naik,1VT23RAI019,8,RAI,60.7,8.9,6.7,16.1,25.6,5.4,21RAI84,Professional Elective IV
S019,Sanjay Naik,1VT23RAI019,8,RAI,74.5,13.4,15.8,27.5,13.6,5.1,21RAIL85,AI & Robotics Capstone Lab
S020,Riya Fernandes,1VT23RAI020,8,RAI,87.3,16.8,31.1,38,31.3,10.3,21RAI81,Advanced Robotics Systems
S020,Riya Fernandes,1VT23RAI020,8,RAI,85.2,9.8,31.1,33.1,26.7,9.9,21RAI82,Machine Learning for Robotics
S020,Riya Fernandes,1VT23RAI020,8,RAI,84.9,10.9,38.6,30.5,37.2,12.3,21RAI83,Computer Vision & Deep Learning
S020,Riya Fernandes,1VT23RAI020,8,RAI,88.1,17,28.1,39.4,35.3,12.1,21RAI84,Professional Elective IV
S020,Riya Fernandes,1VT23RAI020,8,RAI,84.3,15.2,23.7,23,33.1,12.7,21RAIL85,AI & Robotics Capstone Lab
